"AssemblyCat","Assembly_ID","Component_Part_Number","Quantity","Assy_%23","PanelAssy","ShopAssy"
"OS","MAIN.OS - Small 1 HMI","1734-OB8","2","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1734-EP24DC","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1734-TB","10","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1606-XLB240E","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","TFP41","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","TEP4","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","ATEMNO","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1492-REC15","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1492-FB1C30-D1","8","OS002","1",
"OS","MAIN.OS - Small 1 HMI","CC<=30A","8","OS002","1",
"OS","MAIN.OS - Small 1 HMI","1492-SP1C200","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","WC12B","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","WC12W","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","HIS-ML23.8-FTVA","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","HX500","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","VESA-RADARM2-BLK","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","P-R2-K3RF3","1","OS002","1",
"OS","MAIN.OS - Lg.2 HMI","1734-AENTR","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1734-IB8","10","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1734-IB8S","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1734-OB8","4","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1734-EP24DC","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1734-TB","20","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1606-XLB240E","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","TFP41","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","TEP4","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","ATEMNO","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1492-REC15","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1492-FB1C30-D1","8","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","CC<=30A","8","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","1492-SP1C200","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","WC1248BD","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","WC1248W","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","HIS-ML23.8-FTVA","2","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","HX500","2","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","VESA-RADARM2-BLK","2","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","P-R2-K3RF3","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-PB","5","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-SL","5","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-SS-2POS","2","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-SS-3POS","21","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-PBLT","20","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-SS-2POS-KEY","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-FXQH2RA5","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","800T-X646EM","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","440T-MRPSE11BB","1","OS003","1",
"OS","MAIN.OS - Lg.2 HMI","440T-AKEYE10BB","1","OS003","1",
"OS","MAIN.OS - Small 1 HMI","800T-SL","10","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-SS-2POS","5","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-SS-3POS","5","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-PBLT","5","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-SS-2POS-KEY","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-FXQH2RA5","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","800T-X646EM","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","440T-MRPSE11BB","1","OS002","1",
"OS","MAIN.OS - Small 1 HMI","440T-AKEYE10BB","1","OS002","1",
"MCCB","SQD_1000A MCCB w/LI + Lugs","PJL36100U31A","1","MCCB004","1",
"MCCB","SQD_1000A MCCB w/LI + Lugs","9422CMP40","1","MCCB004","1",
"MCCB","SQD_1000A MCCB w/LI + Lugs","9422AP1","1","MCCB004","1",
"MCCB","AB 140G - 150A -Therm Mag. 3P","140G-J6F3-D15","1","MCCB005","1",
"MCCB","AB 140G - 150A -Therm Mag. 3P","140G-J-FMXB04","1","MCCB005","1",
"MCCB","AB 140G - 150A -Therm Mag. 3P","140G-J-EZ","1","MCCB005","1",
"MCCB","AB 140G - 150A -Therm Mag. 3P","140G-J-MTL63","1","MCCB005","1",
"MCCB","AB 140G - 150A -Therm Mag. 3P","140G-J-TLA13","1","MCCB005","1",
,,,,,,
